"","PROLIFIC_PID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150"
"125","629aaa38fdfc8168501b930e",91,92,85,90,84,91,96,89,93,74,74,91,84,100,83,92,90,66,83,50,94,68,88,90,82,96,83,96,84,88,86,87,92,82,89,98,91,92,87,94,90,81,84,90,82,85,88,85,92,55,84,57,91,88,88,90,82,72,89,86,76,90,87,95,87,80,89,88,90,92,89,88,63,90,89,78,76,88,89,61,90,89,87,86,86,95,87,92,86,83,86,82,87,92,86,88,84,87,85,75,89,82,64,90,78,86,76,76,82,87,89,87,89,86,86,90,83,51,77,83,86,92,55,74,82,67,88,81,90,87,79,85,91,88,91,83,87,88,83,85,62,57,89,60,89,84,73,72,91,87
"126","57d940a5995a0b00016350be",50,60,70,70,55,70,50,50,70,45,50,75,50,50,40,50,60,50,50,60,50,50,65,50,45,55,50,50,60,50,50,46,70,46,60,50,60,50,70,50,60,60,50,50,70,70,70,50,50,50,70,70,50,70,60,60,50,45,50,45,50,60,50,60,50,50,50,50,50,55,55,50,45,60,50,50,60,50,45,55,60,50,60,50,50,50,60,70,50,70,45,45,55,50,50,50,50,50,51,50,55,50,45,60,70,50,60,50,55,60,50,70,50,50,65,60,45,70,50,60,50,50,45,70,50,60,50,50,60,60,50,50,55,50,50,60,58,50,45,50,50,50,50,45,50,60,45,50,50,50
"127","63d9f41910c61f3eb102079f",77,72,68,72,58,78,90,76,55,75,70,67,66,81,67,61,68,73,77,65,77,73,74,34,62,50,70,67,63,66,60,80,60,67,69,50,67,67,71,65,61,69,90,69,76,68,68,74,34,67,63,76,71,77,64,62,85,72,66,77,63,67,67,74,71,79,71,70,66,76,64,58,64,44,70,73,68,65,68,73,74,57,67,75,48,40,71,67,82,76,67,65,66,68,54,53,66,65,82,76,69,73,73,67,81,68,62,74,65,81,60,72,71,55,68,72,58,82,77,68,55,73,73,71,65,70,69,67,70,74,67,72,65,70,53,72,48,75,70,70,72,75,70,65,75,74,72,73,43,82
"128","6487901ef9fad1bfcf43daa5",60,47,57,53,39,57,43,94,38,40,48,52,38,41,61,61,62,34,47,49,40,83,42,38,37,55,61,53,52,51,60,40,50,46,55,40,63,50,55,74,56,52,68,74,42,40,50,62,50,97,60,51,66,59,48,61,59,60,53,53,58,60,41,46,61,64,65,41,50,63,51,54,61,69,62,63,50,50,41,62,55,62,50,58,64,54,40,50,67,74,78,51,56,60,66,60,40,64,55,62,48,43,92,50,60,70,82,56,67,51,93,45,64,42,60,63,64,58,41,46,84,47,59,71,62,58,48,47,56,59,63,51,77,53,53,61,61,63,70,62,66,58,56,63,66,71,55,65,76,69
"129","5c78b032419dcc0014119082",75,75,72,26,89,86,89,61,15,65,75,52,59,88,87,58,68,89,41,28,21,83,23,61,37,71,54,14,22,80,66,30,93,72,75,90,49,13,95,83,58,75,56,49,76,71,54,84,69,80,53,67,63,81,86,76,89,74,85,21,61,69,82,71,9,95,24,16,50,82,15,29,90,87,55,85,44,60,83,15,60,89,9,80,82,72,43,72,81,72,34,81,76,79,23,64,60,72,78,10,79,78,80,42,71,42,68,66,43,79,75,81,77,20,13,75,41,33,84,81,58,54,30,30,87,52,85,69,72,58,46,92,76,61,85,74,86,84,9,72,88,76,51,82,25,78,73,25,28,48
"130","5f4df2b4bdb2449bd751ce51",75,72,40,78,66,77,83,90,64,88,72,47,61,13,80,54,25,72,27,50,49,50,90,62,46,67,89,62,57,79,71,67,91,78,74,65,42,73,84,92,69,74,70,86,35,64,50,52,34,66,75,72,67,55,72,72,29,82,62,76,76,89,64,59,74,76,87,89,73,66,86,51,79,44,79,55,74,82,68,92,82,78,35,74,64,79,80,86,65,77,52,92,55,81,24,45,31,38,70,40,72,58,88,57,58,81,73,87,71,62,29,57,34,50,68,27,67,36,40,75,78,35,50,77,68,33,59,77,85,90,66,46,80,78,65,87,94,76,85,87,73,90,66,73,88,67,66,59,82,61
"131","644937030a7868838f1e1b9a",100,0,99,100,98,100,98,80,100,100,80,84,50,0,0,100,100,100,99,99,80,100,20,50,50,80,0,0,50,0,30,100,91,48,100,0,100,50,100,70,0,100,100,100,99,100,100,90,51,100,80,100,100,51,100,50,50,0,50,100,100,100,81,100,100,50,50,50,99,100,50,0,0,0,80,100,100,50,50,50,100,100,100,50,99,49,100,100,98,98,100,64,99,90,56,50,46,51,100,100,50,100,0,100,100,100,23,100,51,100,100,51,51,0,50,100,50,100,100,96,0,90,49,100,49,100,100,100,100,50,100,100,99,99,49,100,49,100,100,100,88,100,100,0,85,99,100,100,48,100
"132","656f042cc31f84842ad587e4",56,74,90,67,72,92,77,43,78,74,89,98,69,86,90,80,59,8,100,65,42,46,91,53,30,47,78,57,38,64,82,69,72,91,48,100,30,33,80,36,87,58,85,50,60,98,99,62,65,79,90,97,79,41,86,45,85,94,93,46,68,77,68,43,46,60,89,46,55,93,90,97,64,58,98,96,53,96,92,67,79,86,76,84,93,58,91,95,99,80,57,93,98,91,46,58,68,71,84,70,76,81,75,89,71,74,45,50,80,88,73,81,90,85,94,51,65,95,98,78,50,86,86,90,55,79,93,50,75,77,79,98,62,74,2,82,77,51,97,89,30,80,100,81,70,63,90,70,67,100
"133","58380cb9f1faf8000129673a",67,48,79,53,58,64,58,65,63,77,65,67,28,57,41,17,58,33,48,41,54,61,44,24,26,31,44,45,51,55,57,72,28,40,70,53,60,51,53,51,28,60,48,48,52,54,65,31,22,35,49,62,64,49,42,48,59,59,53,81,52,70,56,61,50,55,55,39,58,70,22,26,39,32,38,41,38,40,30,39,49,20,65,37,51,32,32,32,36,42,40,45,36,41,40,46,39,41,51,59,46,56,66,35,51,58,49,48,47,71,54,67,49,50,70,63,57,77,52,36,59,54,55,44,60,53,53,59,49,50,51,34,51,32,47,27,26,41,50,58,57,55,50,28,44,74,62,60,18,42
"134","63d863c96c0113e9d3dd83d7",46,76,58,55,70,90,84,54,30,81,80,76,35,37,83,35,68,71,78,71,37,79,50,44,79,44,55,57,86,84,50,56,16,84,59,71,70,64,43,60,45,82,30,44,62,32,40,81,68,56,58,35,52,58,50,51,31,62,39,60,45,32,34,43,21,42,43,40,100,28,53,56,44,25,52,84,65,25,89,61,66,33,31,53,64,66,43,48,41,61,53,32,57,59,55,39,100,66,71,30,53,40,61,57,45,34,50,37,55,66,48,74,70,40,66,82,76,32,39,34,50,26,41,70,30,65,69,44,57,40,60,64,64,59,51,50,25,57,38,51,67,34,79,43,41,66,58,50,52,45
"135","5608a73fd7def20012b7389d",80,72,70,63,73,85,74,54,54,88,47,76,50,65,72,52,67,53,43,58,56,62,58,42,42,51,33,38,60,70,51,94,61,69,52,46,61,71,64,35,54,44,65,60,67,60,63,58,50,60,47,60,43,71,57,60,47,74,61,80,54,60,54,64,63,44,52,71,40,58,34,45,60,54,51,60,74,39,49,64,72,52,61,64,63,59,61,56,67,62,51,53,56,59,45,55,75,47,46,55,58,60,66,43,79,57,76,65,53,81,48,66,57,53,53,61,53,69,64,60,74,47,65,68,46,68,46,59,59,66,61,48,57,64,54,65,59,65,55,59,64,64,50,63,47,61,76,59,52,47
"136","615e1782e969d4939045c54f",50,50,62,52,63,66,58,50,67,63,56,54,52,54,49,46,50,51,51,55,52,67,55,40,51,52,56,49,52,48,53,54,62,54,64,48,53,55,54,58,53,50,54,60,53,74,59,52,49,76,59,68,54,61,64,64,48,54,56,54,51,66,53,63,59,46,52,50,51,52,41,42,32,45,52,48,68,40,40,54,60,52,64,54,63,35,60,62,53,61,51,50,49,62,50,49,49,35,50,50,51,51,51,48,66,53,54,61,48,52,48,49,51,62,52,50,30,52,58,50,50,59,48,53,63,61,50,49,55,48,58,49,57,48,59,49,48,49,51,64,55,56,56,50,50,60,59,60,44,50
"137","654569d2ff4ee55f7dc63895",37,60,70,34,49,80,50,90,70,80,15,65,70,21,20,65,73,40,35,45,75,15,50,40,62,38,20,50,35,30,35,75,55,20,83,50,39,60,80,30,95,89,80,36,40,80,70,60,30,40,19,32,50,70,70,30,80,30,41,73,20,70,56,49,90,70,42,30,60,65,42,21,30,70,37,24,35,36,30,38,80,61,90,30,40,62,90,81,70,65,20,36,79,80,36,55,20,70,70,20,55,90,39,70,60,57,60,55,71,77,70,49,60,60,55,80,25,20,60,90,55,60,30,50,40,39,70,55,60,52,32,42,83,71,56,60,20,80,31,80,30,57,58,30,80,80,80,55,45,70
"138","637e31794e63dcbc52047f13",99,70,84,77,99,81,81,69,89,100,100,76,64,47,88,100,87,99,76,42,98,43,86,47,59,100,43,59,98,76,76,100,99,73,100,61,63,100,68,72,63,61,100,42,99,81,84,95,67,59,45,60,79,99,100,99,78,70,87,100,100,100,90,100,84,79,67,80,88,98,80,67,43,61,88,100,97,61,54,91,66,100,100,68,60,98,89,93,98,74,83,85,86,89,76,67,86,72,77,100,70,90,83,84,97,100,90,98,100,88,74,76,83,72,32,100,65,67,96,72,93,76,73,73,89,52,82,100,97,70,47,60,64,77,64,80,53,100,72,76,100,46,93,83,79,100,100,99,67,75
"139","65710a3004878fbbb10a55ab",52,35,7,65,78,96,70,50,90,85,50,81,78,34,63,21,33,15,74,71,82,87,91,50,50,35,27,50,82,70,48,60,69,40,63,68,68,85,79,41,42,55,73,11,66,87,0,70,50,86,70,72,73,76,43,82,50,78,69,63,26,17,73,49,80,66,82,82,68,30,21,22,78,16,22,22,33,55,17,50,95,74,7,56,4,66,74,17,77,88,36,45,55,79,50,17,55,57,74,11,31,74,74,24,72,72,87,50,60,94,44,82,77,15,72,59,31,84,25,68,88,87,24,75,50,88,36,75,66,66,5,49,62,67,14,75,41,74,23,91,50,93,58,79,20,19,79,71,20,27
"140","6509bd2dd6e135ced062c241",97,83,65,90,42,99,87,86,66,53,96,75,89,92,32,84,86,98,47,49,100,89,85,51,91,51,94,70,92,65,86,100,83,56,94,56,69,90,91,33,58,87,98,74,92,50,82,71,48,96,99,47,60,78,92,64,44,35,61,99,76,97,50,92,63,47,82,55,44,77,55,49,36,48,75,47,54,46,40,32,99,55,86,57,70,73,57,68,90,94,48,34,53,73,29,53,89,62,100,43,50,46,30,62,87,68,83,67,81,86,54,82,38,47,97,87,36,98,79,52,47,37,45,47,23,99,83,79,76,54,65,40,45,85,50,78,59,88,24,59,31,97,81,28,77,85,100,73,55,45
"141","5f8b3c348183d30f91832a2b",61,63,56,72,38,87,49,67,75,72,74,61,56,86,70,72,63,23,75,64,77,88,91,56,62,57,64,75,31,72,39,69,51,62,80,47,26,60,76,61,68,63,53,63,72,75,60,56,56,57,70,73,68,72,62,67,59,47,16,40,42,61,63,69,73,57,31,83,67,62,46,35,4,54,50,41,57,36,9,62,79,65,54,62,76,53,74,56,77,81,32,59,82,90,34,77,76,57,63,24,70,55,68,63,69,66,66,61,72,90,65,74,62,48,84,49,65,71,73,80,80,44,15,74,54,72,51,60,56,80,76,64,82,75,70,50,71,70,35,91,65,75,59,56,63,48,49,71,72,64
"142","6365ab361b71daa9f0eed7bd",54,55,54,78,64,77,75,50,76,85,58,73,62,76,60,67,79,74,69,71,81,51,68,70,67,71,76,79,66,64,66,65,85,56,82,60,70,63,57,80,54,64,66,77,78,83,61,48,61,68,61,68,66,70,78,77,52,55,52,73,54,60,75,85,72,53,50,53,58,64,47,44,60,48,73,61,73,62,62,73,60,78,74,62,58,81,82,60,69,83,60,64,81,89,66,73,60,73,57,63,52,74,61,56,76,65,70,59,52,79,72,60,73,71,61,67,52,77,81,71,77,72,55,73,55,78,64,64,63,66,87,69,68,87,74,88,55,71,58,82,75,85,55,64,51,63,73,73,67,61
"143","5afa19a4f856320001cf920f",75,91,90,79,98,97,98,86,77,88,83,97,79,98,75,81,90,75,80,75,91,77,93,75,76,84,75,85,77,94,76,93,76,86,88,83,82,93,94,94,78,98,94,95,84,78,87,84,80,78,75,75,81,93,83,90,87,85,86,85,97,88,91,85,94,89,77,92,83,81,79,75,75,77,80,75,75,79,75,75,85,75,85,84,91,77,75,80,83,76,77,78,91,81,79,79,88,76,85,82,75,81,85,84,91,91,80,88,84,97,81,90,91,87,75,90,85,88,91,79,87,88,88,89,82,86,90,86,85,94,90,81,89,83,83,90,75,80,83,82,78,87,85,82,88,90,85,96,79,84
