"","PROLIFIC_PID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150"
"41","5d3cc9010e510a00013df6f6",70,71,71,67,70,74,67,63,70,70,66,73,61,67,70,70,64,65,59,69,65,70,70,65,61,71,64,67,72,70,63,73,70,61,78,66,63,76,63,70,63,75,71,62,71,74,66,70,75,76,69,72,68,75,73,70,68,59,73,73,60,74,68,73,75,69,66,76,69,71,62,68,62,64,73,70,70,65,72,69,78,74,73,71,71,67,71,59,70,68,64,64,67,66,65,70,70,66,62,66,65,66,70,65,70,71,72,69,63,78,66,70,59,73,62,77,66,67,73,67,72,67,71,73,65,63,65,69,70,75,70,62,72,70,62,67,67,70,58,64,70,69,59,63,60,72,68,61,62,69
"42","651c1abbc73b6eea8fa97193",67,69,83,100,100,94,86,72,72,100,78,74,72,69,68,70,78,85,90,83,70,70,86,84,67,71,63,70,72,79,70,79,72,67,100,68,61,83,100,69,68,64,83,87,95,82,95,75,73,84,67,86,74,86,79,75,70,67,84,87,80,100,80,80,100,65,74,79,71,74,72,70,71,71,71,74,100,74,68,79,100,73,100,81,83,68,82,100,87,100,69,75,100,86,75,48,75,72,73,81,68,100,73,66,100,85,87,93,75,100,51,90,81,72,69,79,68,84,84,76,49,69,70,72,39,76,64,58,81,58,77,49,100,74,56,100,48,83,47,76,60,49,61,44,40,100,74,82,81,60
"43","60fd5a99c4e4ead0c9a6fff4",60,45,62,71,58,75,62,47,69,62,24,52,54,63,20,30,34,35,40,55,36,66,36,27,47,43,25,50,63,58,35,50,52,38,62,32,57,41,38,30,31,24,51,52,80,61,71,30,26,44,18,76,37,29,26,66,31,25,43,81,32,67,22,59,54,44,37,47,48,56,35,21,68,27,30,69,71,35,26,59,21,27,66,25,31,14,17,54,32,86,38,43,24,30,21,18,36,26,23,29,49,10,15,31,84,16,62,67,37,18,21,48,28,24,13,32,49,70,72,14,28,34,61,32,26,71,36,36,64,41,38,35,29,46,29,77,34,41,46,59,67,72,48,34,35,68,51,62,18,48
"44","6533dcf30be32bb486a7a6b8",67,80,40,72,70,48,80,25,32,80,32,55,32,29,51,56,79,48,35,80,52,34,39,54,37,63,47,42,40,66,30,49,87,76,75,49,50,38,63,49,53,25,73,50,62,23,62,36,50,49,36,63,24,67,53,52,14,54,47,70,63,74,53,54,58,20,32,75,33,74,26,34,51,61,36,55,75,27,49,73,57,49,65,40,43,48,63,73,58,80,47,47,49,48,23,19,34,20,16,71,46,74,67,20,77,49,77,52,36,74,19,25,20,31,38,55,64,78,58,49,71,51,48,46,32,36,30,47,67,48,48,20,49,73,48,85,50,57,22,20,65,53,41,78,18,81,77,75,50,14
"45","56e5e6ef25f3bd000a40820c",65,58,60,59,58,61,62,55,58,59,59,60,66,60,57,64,61,62,58,62,60,58,54,58,56,63,64,62,60,61,60,64,59,60,66,59,55,59,60,61,54,60,57,53,55,65,57,59,61,65,58,59,54,61,61,56,58,56,52,51,58,56,59,61,54,54,57,54,51,60,57,50,49,55,60,50,52,51,58,50,60,61,57,51,54,57,54,53,57,54,55,55,55,57,58,54,56,61,56,58,56,57,55,55,57,59,51,56,54,59,57,60,54,59,61,51,62,59,57,53,57,57,50,59,57,56,54,54,51,55,56,48,58,57,51,49,62,54,44,51,50,51,46,58,52,56,50,48,53,49
"46","5c53a745db44c600010d7612",72,57,87,81,90,91,90,56,26,90,48,46,72,70,58,48,66,33,81,28,34,20,52,37,37,67,73,38,33,62,36,79,83,36,48,61,51,27,80,61,48,65,79,77,81,54,92,59,40,80,80,36,66,80,75,80,73,54,36,50,27,57,53,31,76,65,67,81,64,66,34,23,34,43,39,51,38,27,35,48,92,46,60,36,66,47,58,88,79,87,22,25,54,22,32,46,61,66,92,13,40,66,38,77,49,51,48,65,29,83,49,63,59,57,74,70,17,88,63,45,69,71,43,85,53,87,63,61,68,89,58,42,60,58,48,39,42,51,24,38,52,91,39,30,63,70,48,78,38,74
"47","652a11d7321be8262b1c6da9",79,49,91,87,47,74,83,78,53,89,85,31,86,75,79,75,82,87,82,87,88,82,63,56,91,43,76,77,52,80,48,89,78,81,83,33,84,81,78,78,45,71,74,95,85,41,55,41,91,91,89,95,85,48,56,49,55,92,45,88,81,75,94,73,87,47,48,55,87,86,48,47,49,50,51,80,84,84,81,96,75,50,91,90,50,50,89,86,91,92,88,82,54,45,46,38,46,60,95,98,47,41,98,79,97,93,95,74,91,95,50,80,80,51,97,39,78,84,49,42,51,87,93,50,55,80,93,93,88,85,98,96,79,94,49,91,50,95,95,96,90,94,89,90,56,94,95,95,44,93
"48","65182074ea1027b3193b5a60",80,80,80,86,80,85,80,80,85,85,80,80,80,90,80,80,80,80,80,85,80,80,85,80,80,80,78,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,85,85,86,80,80,80,85,80,85,80,85,80,80,80,80,80,85,80,80,77,80,85,80,80,80,80,80,80,80,80,80,80,80,85,80,80,85,85,80,80,80,85,80,85,80,80,85,80,80,85,85,80,80,80,80,80,80,80,80,80,80,85,80,85,80,80,85,80,80,80,80,80,80,80,85,80,80,80,80,80,83,80,85,80,80,80,80,85,80,85,85,80,85,80,80,80,85,85,80,80,80,80,80,80,80,80,80
"49","6298fbc8e35ae6800ccb3128",45,53,57,58,44,70,71,48,82,57,62,78,49,87,40,71,67,49,61,47,83,51,82,62,49,73,53,81,64,66,48,53,80,50,62,60,30,59,76,54,54,63,81,82,51,87,71,58,68,35,58,32,43,78,79,83,61,34,87,41,43,72,67,79,84,48,32,83,46,77,48,42,28,58,59,49,48,59,51,40,88,80,75,74,75,78,69,80,70,56,44,53,75,82,55,43,73,58,55,40,34,81,34,48,60,79,31,40,49,78,62,73,54,76,69,79,39,58,47,62,66,54,31,77,51,38,52,82,87,74,77,47,81,62,35,60,31,76,40,85,31,32,46,36,57,78,67,45,86,54
"50","6111a1cd4d05c461f45074be",67,62,74,77,81,90,79,78,50,91,78,80,72,68,76,80,50,67,73,54,79,22,80,82,25,85,56,73,84,75,86,82,76,81,83,58,33,64,69,59,62,75,64,76,68,67,61,71,73,31,33,64,52,62,67,69,57,70,69,77,69,71,64,63,67,69,74,70,70,67,63,63,31,53,72,65,61,59,61,73,82,60,61,53,73,67,74,71,77,66,73,68,69,76,69,68,74,79,72,71,82,63,62,73,68,75,49,71,73,71,61,73,76,80,40,67,75,40,67,64,72,69,32,70,56,40,70,69,69,60,74,63,49,76,72,65,65,72,64,71,40,38,75,42,69,75,55,63,65,80
"51","5dd78dc3238a9171fbd93f22",60,75,50,75,54,72,74,63,65,85,66,64,72,43,52,78,59,55,75,57,73,71,61,65,62,57,82,72,66,71,66,86,70,68,73,83,59,51,85,73,68,73,79,73,79,79,71,80,88,81,76,87,78,69,81,81,70,66,86,59,70,79,74,63,66,72,70,64,62,72,46,73,77,69,81,69,78,70,60,71,63,83,57,50,61,69,78,60,68,83,60,61,74,72,66,66,69,66,71,75,73,46,48,83,76,53,84,66,74,86,66,71,76,72,52,63,65,58,67,74,67,70,87,64,80,62,88,77,60,55,63,58,60,65,60,80,66,74,71,69,73,62,72,52,81,67,60,66,74,71
"52","6245c8c532cdc22633ecbf3f",90,71,79,95,91,94,95,93,88,92,78,85,90,70,83,74,86,78,80,84,92,86,93,82,80,79,93,81,89,92,68,89,89,82,78,78,89,81,85,81,75,95,92,69,97,87,70,75,83,90,89,90,87,87,73,76,91,84,77,89,87,72,74,87,75,94,72,92,81,75,61,64,71,64,68,83,96,78,73,77,92,78,69,71,71,68,74,64,78,96,73,77,73,80,73,69,56,81,81,89,71,78,80,80,96,65,87,92,81,80,69,74,74,75,83,71,85,92,70,64,81,77,85,75,62,91,83,62,71,62,63,67,70,68,65,95,63,62,78,74,83,90,77,88,84,83,67,96,71,81
"53","608db0d33c7ffc2af3600478",43,79,70,36,31,80,86,91,74,40,34,79,71,75,19,72,74,22,89,19,79,10,67,74,41,82,62,75,68,89,74,51,76,41,78,62,9,81,75,52,73,74,86,77,27,70,61,72,71,15,45,18,36,60,72,78,70,26,68,46,22,75,64,75,69,70,67,87,38,75,59,67,17,74,71,35,22,60,38,27,80,68,74,67,70,70,42,70,71,27,40,34,72,71,68,63,77,64,69,13,65,77,26,63,10,64,32,36,49,78,67,61,71,69,43,71,19,10,69,64,73,35,6,74,69,16,69,65,75,77,73,47,75,41,69,8,65,68,36,67,19,7,31,15,80,73,48,36,74,64
"54","628680b0d4bdb53d2edbeae2",70,35,80,73,60,80,40,64,49,75,56,52,53,53,45,49,47,44,57,57,78,68,71,32,50,32,79,67,25,84,38,53,70,24,71,24,49,61,59,28,19,71,50,31,72,54,74,48,39,85,57,55,41,83,20,76,38,36,36,23,44,81,49,18,51,34,10,71,59,68,23,9,14,4,49,27,59,25,31,32,87,17,44,60,30,13,51,55,52,61,31,30,22,57,32,5,44,70,46,40,14,50,44,31,65,29,64,46,43,82,55,52,58,26,60,37,46,77,43,6,19,54,34,57,26,66,37,21,30,59,46,42,46,44,15,55,23,35,35,41,53,72,43,38,38,62,46,40,33,40
"55","6101652deeafbb4a9f346388",29,78,73,78,74,73,47,74,66,71,15,71,89,77,8,80,78,29,16,50,76,32,68,73,70,86,78,75,78,22,69,64,76,34,75,72,32,59,78,53,85,25,24,86,26,77,100,74,79,13,20,39,16,78,77,79,14,94,83,16,13,72,72,82,72,22,80,23,28,79,32,31,13,85,75,18,83,97,24,7,74,81,84,83,95,93,64,100,60,34,6,15,90,84,38,74,79,20,57,17,87,84,29,75,67,88,22,13,15,89,79,90,84,81,84,88,16,87,32,80,74,51,28,81,35,37,72,70,91,79,81,23,92,75,71,76,23,79,18,78,27,25,10,20,75,75,72,24,81,72
"56","5a6ff39ef660ae0001a9837e",66,35,88,68,79,73,75,70,55,65,67,63,64,77,25,26,64,71,46,49,63,58,55,46,75,50,47,36,43,57,60,63,46,57,69,36,54,72,69,48,37,38,73,78,50,63,73,56,59,60,46,76,58,60,52,62,45,53,50,58,73,81,50,57,62,41,41,54,67,70,34,29,60,33,59,64,59,55,53,57,59,51,79,50,68,29,72,86,67,69,69,65,67,64,48,36,38,29,47,80,34,82,27,45,54,50,67,79,68,69,57,63,68,62,45,62,70,77,68,35,45,66,52,65,50,59,37,41,54,60,67,59,61,59,40,61,27,76,64,69,62,61,59,32,34,79,68,82,56,43
"57","656e944f9e32236d84a2ac8c",99,55,48,73,42,81,72,41,64,77,71,70,86,92,97,71,84,48,64,81,55,34,78,39,47,71,40,64,70,72,57,100,97,57,97,76,63,72,52,52,73,44,74,90,70,76,90,64,57,72,41,94,74,76,69,89,77,79,43,57,41,99,61,42,41,72,73,39,76,80,71,59,41,69,47,61,99,43,72,65,100,73,79,89,91,58,76,44,63,93,65,68,59,87,36,67,74,45,68,71,61,89,68,84,84,38,82,60,56,98,60,91,73,65,34,51,45,70,47,75,63,76,40,68,65,71,59,43,66,73,85,54,72,80,75,83,63,53,42,88,82,64,63,82,41,100,84,57,73,71
"58","6107df8148ecfbfe09d2b1a4",50,30,69,52,50,66,60,37,62,62,16,49,61,66,28,43,36,45,34,65,26,55,69,53,48,57,54,53,60,51,72,55,59,39,43,61,28,56,80,36,38,38,41,58,40,49,50,30,46,44,52,56,55,47,43,57,22,53,20,37,41,44,44,53,38,29,57,27,40,41,26,31,46,39,34,51,50,28,46,50,50,44,39,40,56,47,54,45,31,57,27,31,48,55,33,42,42,43,36,24,38,39,40,23,62,48,45,48,20,48,36,48,30,30,44,38,15,55,22,50,30,31,48,49,42,49,23,34,42,41,39,30,41,43,45,51,32,30,25,47,45,43,19,35,29,23,45,36,43,27
"59","655f972d8bea916cc48144de",53,60,60,55,62,69,67,57,61,59,58,57,52,54,43,43,70,55,55,53,56,50,51,46,48,59,44,42,58,52,51,59,58,55,61,57,63,56,58,57,54,56,67,60,57,62,54,57,45,57,49,47,61,62,60,56,59,51,61,62,54,63,56,61,60,55,59,57,57,59,50,43,41,55,45,61,62,40,62,57,66,60,59,45,58,63,61,59,58,53,41,47,59,62,40,53,49,51,55,55,60,64,56,52,61,58,56,52,62,69,42,57,60,62,55,59,64,58,60,61,63,58,62,60,52,64,60,55,58,49,66,63,62,63,54,61,61,59,50,64,57,59,59,61,58,56,63,59,41,55
"60","610084c65949e85fa4ba83d7",47,46,59,67,31,61,61,53,53,81,56,70,62,50,40,43,67,40,34,37,32,35,52,25,20,46,42,28,24,48,31,60,62,42,79,50,32,48,75,38,35,58,47,52,60,44,63,47,33,37,43,63,54,55,42,40,49,28,37,58,71,75,24,42,81,46,51,36,64,56,41,34,52,32,53,38,54,51,45,48,68,41,80,60,26,19,61,59,49,63,52,38,72,45,20,41,27,30,52,76,34,73,28,50,73,29,34,63,30,65,49,60,34,41,50,27,39,67,59,45,45,60,41,59,29,34,49,33,53,48,38,36,68,40,41,55,32,45,47,40,32,30,48,34,60,76,56,55,42,52
"61","6100c53c97a1d59951d78b60",56,55,29,72,53,80,67,32,42,33,41,67,40,71,22,24,44,15,39,29,65,54,63,30,33,35,71,39,43,65,10,54,79,16,42,39,57,71,72,61,57,35,80,76,62,30,26,65,45,72,59,45,29,70,34,72,40,24,64,67,8,33,47,69,87,28,59,68,54,48,31,32,39,25,38,13,53,29,18,43,78,55,29,41,67,22,33,23,69,69,2,12,78,30,6,32,60,20,40,5,54,22,44,41,41,28,51,24,11,82,34,45,76,45,24,39,37,61,68,40,54,28,73,72,13,69,35,59,67,58,79,49,46,38,32,47,49,50,11,47,43,78,8,31,35,25,59,31,41,29
"62","641b75662ac773952a58da70",74,52,79,74,70,82,76,49,64,64,71,67,64,66,56,84,70,77,57,68,75,66,54,54,80,51,54,63,73,81,73,78,78,70,66,54,52,88,69,79,36,73,78,78,79,57,88,70,59,76,81,72,83,86,52,51,63,49,94,82,72,84,85,39,79,49,36,73,86,55,54,49,56,34,67,81,80,49,66,74,75,60,76,73,64,74,82,83,73,87,70,83,75,56,66,48,78,51,80,80,73,73,73,55,87,78,76,80,76,80,58,77,78,59,85,51,81,70,88,28,75,86,55,68,76,77,50,86,69,82,45,70,87,72,51,86,47,76,87,69,80,83,86,69,45,81,49,72,54,52
"63","6095904b3fb937367c62813a",7,57,34,22,56,88,63,40,47,60,32,60,56,40,55,37,35,50,13,0,11,69,83,28,25,32,38,50,55,77,64,46,38,55,55,64,1,39,61,47,25,27,30,47,28,57,52,48,40,58,49,32,45,84,32,52,36,34,64,42,25,59,48,39,62,32,53,56,43,51,32,59,17,47,35,35,34,29,36,16,80,46,33,62,36,48,44,44,40,15,27,37,77,34,35,51,56,21,35,47,63,46,46,35,28,48,33,66,31,83,42,65,62,36,52,48,52,46,35,46,83,69,13,79,48,61,39,70,40,75,42,50,65,38,49,27,70,31,39,44,40,65,43,33,45,42,38,50,35,35
"64","5dfda52097234ba7a779bea7",69,69,67,67,67,67,65,68,66,70,66,70,63,69,61,67,66,60,75,68,65,71,59,66,65,69,69,65,66,64,64,71,69,70,65,68,55,72,66,64,71,67,71,69,72,60,70,76,61,71,39,75,70,71,68,70,69,73,70,60,73,72,61,71,68,60,73,64,66,64,70,55,70,71,73,64,69,63,66,68,72,70,66,72,63,53,57,68,68,68,50,67,56,68,65,55,64,59,63,68,60,63,63,61,66,63,57,69,56,67,63,66,71,55,42,63,64,64,68,64,59,66,63,69,59,58,64,58,59,58,60,58,58,55,51,62,63,57,59,61,58,62,54,53,53,58,60,59,51,59
"65","610ae34ec0cc39cae86f9962",47,84,67,28,37,99,63,73,79,39,62,56,58,66,31,83,80,67,56,30,28,57,78,61,74,86,27,76,75,47,73,49,82,80,95,41,60,80,70,60,70,58,74,76,29,72,70,39,82,58,40,32,72,75,81,72,77,29,80,43,71,94,49,78,81,66,85,66,64,85,78,60,54,39,79,52,48,85,60,58,80,91,89,41,57,76,72,74,74,3,86,92,81,73,88,86,63,75,54,47,59,73,18,64,19,69,44,79,74,56,69,62,80,73,36,83,66,47,74,76,79,85,76,44,67,32,79,70,80,64,67,17,90,56,69,22,60,61,71,56,26,24,62,23,84,92,46,54,68,63
"66","610e0dc76d43ecb6fea93855",70,59,75,74,78,92,83,81,86,81,44,57,47,84,68,90,79,43,70,64,81,82,77,45,54,80,85,80,66,61,68,88,71,42,72,73,75,71,88,64,80,72,72,85,72,88,67,71,77,72,79,75,65,87,83,82,68,54,61,87,64,62,72,78,80,67,77,71,58,76,81,55,59,72,67,48,69,64,68,58,75,62,71,69,86,75,76,71,72,80,58,72,87,88,69,65,77,75,68,49,60,85,76,70,76,73,78,70,82,73,72,71,71,72,82,81,64,82,77,79,81,77,77,75,65,79,70,89,79,82,89,69,79,78,66,72,53,70,74,85,80,78,72,80,73,72,71,68,79,67
"67","63e1dbd6e3b024508cfb12e9",81,80,84,82,78,90,83,81,79,80,81,80,78,80,78,80,77,80,81,81,80,81,79,81,81,81,80,82,82,82,79,78,79,80,79,81,80,81,83,79,79,82,80,81,80,81,85,79,80,80,79,82,81,81,84,82,77,82,83,84,78,79,83,80,82,79,80,82,80,80,79,81,82,79,83,76,78,82,76,77,83,82,78,82,80,78,80,80,82,79,79,81,81,82,81,81,80,81,82,80,81,82,83,80,81,79,81,83,82,85,80,80,80,80,80,83,82,80,82,82,82,79,79,79,82,82,80,82,78,82,81,81,80,76,78,81,80,81,77,82,79,80,77,78,82,79,81,81,80,77
"68","60fd02da0a86e809c27e1814",73,58,60,50,56,91,90,82,90,72,52,54,74,24,63,55,80,39,59,37,84,24,73,86,72,85,71,68,78,53,46,81,60,73,68,49,39,79,86,45,62,60,85,38,61,75,54,87,78,55,53,60,57,72,71,62,65,70,63,79,50,71,63,65,86,61,28,67,51,86,50,56,30,71,69,70,69,53,47,67,85,73,75,52,38,83,56,65,85,64,56,55,69,90,37,50,77,51,58,55,54,77,80,48,78,61,70,51,55,83,39,71,66,57,72,74,50,64,68,79,64,45,47,64,63,70,44,73,67,72,43,64,72,82,40,85,58,86,50,92,94,40,68,83,50,90,84,53,76,48
"69","652439c39ee97cd651caf1d7",71,75,75,85,85,80,90,75,80,90,80,85,75,75,75,85,75,80,80,75,75,75,75,76,75,85,85,75,90,75,75,85,80,75,90,75,75,90,85,80,75,75,85,80,85,80,85,75,75,75,80,75,75,75,80,75,75,75,85,90,80,85,75,80,80,75,75,75,75,85,75,75,75,75,75,76,85,75,75,75,75,75,80,75,75,75,75,80,75,85,75,75,80,80,75,75,75,75,75,63,75,85,75,75,90,80,80,85,75,85,75,80,75,75,80,85,75,80,90,75,68,75,75,75,75,75,75,75,80,75,75,75,80,75,75,90,75,75,75,80,75,75,75,75,75,85,80,85,75,75
"70","5e70e4309b339b03acc24159",80,75,70,70,70,85,60,60,70,75,60,70,55,70,45,65,60,60,60,60,65,80,85,50,55,50,80,70,80,80,60,65,65,45,60,40,45,50,65,50,50,60,60,60,75,75,70,55,60,85,85,65,50,85,60,60,55,55,80,70,50,60,60,60,75,65,50,80,60,65,45,45,50,55,60,50,70,55,45,75,80,60,65,75,65,65,75,65,50,75,50,50,60,60,45,40,75,60,50,50,55,65,45,55,75,60,75,65,55,80,60,75,50,60,85,50,50,70,60,60,70,60,50,80,45,85,60,65,65,80,65,45,65,65,50,65,50,65,50,65,60,85,50,45,50,65,70,60,55,60
"71","611c5e40b04f7302ae826235",73,75,82,76,75,74,73,83,72,78,71,81,76,85,49,74,70,61,77,82,64,74,77,64,70,67,48,69,83,60,61,70,78,71,82,65,56,65,86,64,56,67,78,79,78,67,81,71,69,68,60,67,67,73,74,74,75,63,73,75,66,80,63,74,83,74,64,63,73,77,69,66,60,53,60,66,80,69,61,68,80,72,77,68,71,67,67,70,62,79,57,61,79,75,52,64,56,68,68,60,68,77,59,84,80,76,65,67,67,81,68,69,67,71,72,68,66,72,72,72,72,60,58,65,55,72,82,78,72,63,75,56,74,64,67,75,66,60,58,67,65,71,66,62,71,77,70,65,65,68
"72","6020a97ae790606e1add320d",32,39,42,37,36,81,51,71,19,24,42,42,63,5,60,46,30,31,24,2,34,5,52,13,21,37,16,2,26,16,37,56,32,50,59,9,93,42,42,10,4,38,62,11,39,35,30,47,12,14,28,42,57,62,45,19,46,48,50,48,50,41,60,20,67,44,6,26,38,32,23,23,40,20,34,9,15,42,20,31,32,22,44,16,4,27,17,15,50,20,26,49,23,16,51,10,20,59,52,38,51,48,46,49,16,41,53,8,48,74,45,27,49,8,28,20,61,15,44,20,52,24,80,16,58,5,51,80,48,10,10,43,26,27,15,13,53,52,70,26,44,20,65,49,61,47,41,15,16,71
"73","610b679457bee69e470c1b0d",90,38,100,60,100,88,69,49,100,80,40,81,65,70,10,86,100,65,51,60,62,40,20,60,30,75,50,0,80,38,32,76,86,30,100,30,50,75,100,65,61,50,74,50,72,95,100,30,34,50,79,64,29,99,67,28,52,27,63,67,18,82,35,76,79,44,51,61,51,87,28,36,25,58,78,82,81,18,67,79,84,78,100,75,29,54,99,73,46,90,17,65,67,78,22,38,50,47,45,24,64,89,22,25,94,56,74,88,6,74,24,71,87,29,82,58,28,70,67,55,59,70,47,34,22,91,30,48,94,58,35,42,77,68,55,77,58,79,57,100,67,73,64,51,48,100,70,99,55,40
"74","63616640b17046286153dad8",32,38,70,70,82,65,35,40,69,72,42,54,42,40,42,35,60,52,38,53,44,58,48,40,44,34,38,32,44,59,48,72,47,37,59,31,30,47,84,49,33,40,23,59,79,70,71,43,59,59,46,56,40,69,64,61,37,59,48,73,44,76,69,52,78,31,34,60,36,47,28,32,31,27,33,69,71,34,36,41,77,55,52,38,57,41,67,65,53,69,32,35,56,80,31,26,56,22,30,51,40,48,45,28,75,56,42,50,41,83,25,64,39,57,39,55,40,72,30,37,38,45,26,39,43,63,31,70,51,59,47,45,64,71,33,67,38,45,44,73,44,56,36,46,33,67,76,72,47,32
"75","5a5ec648eedc32000142ce86",83,70,100,88,100,100,100,94,88,100,91,81,75,98,73,100,100,93,99,87,99,90,78,69,87,93,99,91,70,89,85,100,90,81,100,77,88,95,100,90,64,100,100,93,92,87,100,95,92,84,100,93,100,99,93,100,90,79,67,100,86,99,62,91,92,99,85,91,90,93,80,77,89,70,85,94,96,91,90,84,100,100,95,89,98,88,100,100,100,97,90,88,99,88,84,74,93,100,100,96,82,90,96,94,100,82,93,100,100,100,96,98,100,79,99,95,97,99,99,70,90,100,97,81,95,96,100,73,99,100,100,100,100,100,73,100,85,99,96,88,98,95,93,94,100,100,100,100,90,100
"76","655bff983e4e25b41dacae2e",73,47,60,48,37,65,65,38,69,39,60,84,63,56,77,37,46,50,37,54,50,43,60,52,43,43,65,61,64,60,34,77,55,28,53,51,56,55,56,39,37,65,52,66,55,75,43,40,61,55,73,52,34,61,60,51,27,66,71,59,38,42,44,60,57,36,38,56,39,46,36,54,53,38,38,29,63,35,36,56,64,33,44,62,75,62,63,55,43,60,23,43,59,73,34,30,64,27,29,35,62,62,60,36,60,46,62,35,41,77,38,63,55,44,65,64,27,52,52,35,51,51,64,62,38,61,34,41,63,62,76,38,61,65,34,57,54,67,35,76,59,56,29,57,28,38,63,31,37,34
"77","56a3211edbe850000bfcedc6",63,57,88,72,75,80,67,62,70,80,47,70,49,82,42,40,74,47,52,72,67,77,63,55,38,56,76,60,46,69,50,42,48,32,64,52,57,53,71,73,70,59,47,72,70,70,88,49,51,60,74,68,38,67,53,51,52,50,66,50,48,65,43,48,71,47,56,51,53,59,53,46,45,61,43,43,65,47,47,58,69,47,55,62,68,55,57,80,50,60,32,51,65,61,48,47,49,45,47,37,62,52,49,50,68,39,58,48,50,73,44,65,49,51,76,57,34,69,51,56,47,55,55,56,41,64,52,42,51,52,68,50,39,40,56,59,45,46,32,63,46,63,40,42,40,59,45,69,50,53
"78","614f2de48a5fdf9347f1cd4e",72,68,69,57,79,80,77,46,75,64,66,83,50,77,66,72,73,73,48,54,78,58,74,71,56,69,53,59,66,75,72,63,62,58,94,56,79,51,60,52,68,56,54,76,61,80,85,57,74,69,54,61,55,65,79,58,50,70,62,73,62,86,54,74,80,47,56,60,70,82,45,51,54,77,51,66,78,49,62,67,84,72,92,70,68,55,57,96,60,63,62,64,72,70,59,56,77,50,52,57,56,87,70,61,75,53,84,60,60,86,51,78,50,81,47,77,62,75,60,75,61,70,65,62,56,66,43,57,92,69,71,52,77,68,50,71,41,55,59,85,67,72,50,70,48,94,63,73,79,46
"79","654940915346b76d2dd9e61a",61,73,74,53,69,84,73,60,41,77,59,70,38,41,41,31,47,46,46,80,48,85,55,37,66,44,36,26,52,38,76,56,52,65,69,19,57,32,35,54,24,39,65,43,79,42,73,65,38,69,48,79,82,76,40,35,48,56,37,60,72,79,65,58,46,49,26,55,69,63,40,24,61,18,37,53,56,38,34,40,73,36,67,27,38,22,42,65,63,68,50,73,37,59,55,26,33,38,49,83,41,68,58,39,87,77,55,79,82,81,55,68,46,31,59,57,61,82,62,30,41,69,52,74,75,81,50,77,40,76,41,68,34,34,18,65,28,65,74,49,41,81,75,58,58,76,84,77,31,60
"80","5dbddfb8a7b7bc306f4f5daa",61,35,70,70,75,83,78,40,44,86,44,84,44,52,54,49,55,48,48,48,48,56,71,43,45,45,50,48,54,55,27,70,62,49,61,53,53,46,56,46,58,52,74,56,58,40,74,33,39,50,43,59,43,79,31,56,47,51,59,72,51,58,47,51,61,37,52,79,52,40,38,21,49,48,36,49,53,39,38,49,62,31,57,52,46,45,76,55,64,58,39,39,60,35,22,47,63,41,50,50,26,44,49,44,76,68,62,56,49,80,41,57,66,30,37,63,48,61,48,46,89,52,48,84,31,60,44,62,45,65,51,49,53,75,45,75,25,72,46,37,48,58,46,48,43,57,85,61,28,49
"81","63c18301a31679d3e3e39101",77,44,54,82,68,74,89,47,69,73,58,95,70,92,62,66,71,62,79,67,65,68,70,58,78,72,51,61,58,81,77,67,90,56,90,54,63,90,69,79,65,69,95,87,75,72,71,54,65,85,70,64,81,73,74,75,53,61,65,55,63,61,62,90,55,57,59,81,73,75,52,55,53,75,71,60,71,63,75,58,85,69,86,71,74,55,58,89,75,73,50,54,66,74,51,59,84,54,53,61,68,78,52,55,73,59,61,70,52,82,47,91,51,52,66,76,51,71,88,80,70,86,56,75,52,85,53,55,75,80,74,78,75,55,59,69,65,96,50,76,55,79,56,61,62,91,58,74,54,58
"82","646f74e17638d9361ed60551",58,47,51,100,93,99,92,48,92,88,46,84,28,93,28,92,94,95,35,98,71,96,39,30,97,50,48,50,13,46,45,100,80,95,98,47,17,34,91,46,32,30,87,93,82,66,32,77,39,82,90,99,90,85,50,31,89,31,35,82,89,94,87,84,90,41,77,46,87,91,44,51,37,62,28,86,90,38,37,50,90,70,88,91,88,25,89,79,77,91,88,80,90,86,28,82,37,37,78,92,28,83,24,53,92,50,37,81,82,83,34,86,82,29,81,30,81,87,24,30,88,37,35,79,39,94,39,95,96,91,96,92,89,95,20,95,20,89,93,94,42,92,96,26,19,92,94,92,15,83
